PITTagID,Species,Rear,MarkLength,MarkStream,RecapStream,MarkDate,RecapDate,DaystoRecap,Mark,Recapture,Distance,Direction
384.3B23998EBC,Steelhead,W,186,Little Springs Creek,Little Springs Creek,6/13/2013,6/15/2013,2,69181.5801,73142.87546,3961.295358,Upstream
3D9.1C2D678D07,Steelhead,W,163,Big Springs Creek,Big Springs Creek,8/1/2013,8/2/2013,1,91797.88596,88640.42946,3157.456499,Downstream
3D9.1C2D70971F,Steelhead,W,185,Big Springs Creek,Big Springs Creek,8/1/2013,8/2/2013,1,91513.02445,88640.42946,2872.59499,Downstream
3D9.1C2D70A37D,Steelhead,W,165,Big Springs Creek,Big Springs Creek,8/1/2013,8/2/2013,1,91513.02445,88640.42946,2872.59499,Downstream
384.3B23979C0B,Steelhead,W,132,Canyon Creek,Canyon Creek,6/23/2013,6/25/2013,2,112545.0572,115380.3649,2835.307696,Upstream
384.3B2397E306,Steelhead,W,210,Canyon Creek,Canyon Creek,6/23/2013,6/25/2013,2,112545.0572,115380.3649,2835.307696,Upstream
384.3B239816D0,Steelhead,W,222,Canyon Creek,Canyon Creek,6/23/2013,6/25/2013,2,112545.0572,115380.3649,2835.307696,Upstream
384.3B23985A51,Steelhead,W,190,Canyon Creek,Canyon Creek,6/23/2013,6/25/2013,2,112545.0572,115380.3649,2835.307696,Upstream
384.3B2398702C,Steelhead,W,188,Canyon Creek,Canyon Creek,6/23/2013,6/25/2013,2,112545.0572,115380.3649,2835.307696,Upstream
384.3B2398C1B7,Steelhead,W,192,Canyon Creek,Canyon Creek,6/23/2013,6/25/2013,2,112545.0572,115380.3649,2835.307696,Upstream
384.3B2397B572,Steelhead,W,128,Lemhi River,Lemhi River,7/5/2013,7/6/2013,1,91255.10761,88527.1747,2727.93291,Downstream
3DD.007739F67B,Steelhead,W,,Little Springs Creek,Little Springs Creek,6/14/2013,6/16/2013,2,75467.77892,73600.57667,1867.202247,Downstream
384.3B2397AB29,Steelhead,W,191,Big Timber Creek,Big Timber Creek,8/30/2013,9/2/2013,3,114571.949,112901.7671,1670.181948,Downstream
384.3B2397499B,Steelhead,W,240,Little Springs Creek,Little Springs Creek,9/29/2013,10/1/2013,2,69653.97829,71295.6668,1641.688518,Upstream
384.3B2396EFD1,Steelhead,W,134,Canyon Creek,Canyon Creek,6/23/2013,6/25/2013,2,107174.0334,108783.8057,1609.772256,Upstream
384.3B23977AF4,Steelhead,W,180,Canyon Creek,Canyon Creek,6/23/2013,6/25/2013,2,107174.0334,108783.8057,1609.772256,Upstream
384.3B2397F88C,Steelhead,W,184,Canyon Creek,Canyon Creek,6/23/2013,6/25/2013,2,107174.0334,108783.8057,1609.772256,Upstream
384.3B23981C07,Steelhead,W,164,Canyon Creek,Canyon Creek,6/23/2013,6/25/2013,2,107174.0334,108783.8057,1609.772256,Upstream
384.3B239875B0,Steelhead,W,218,Canyon Creek,Canyon Creek,6/23/2013,6/25/2013,2,107174.0334,108783.8057,1609.772256,Upstream
384.3B23984AC4,Steelhead,W,148,Bohannon Creek,Bohannon Creek,9/26/2013,9/28/2013,2,21711.62825,20245.15946,1466.46879,Downstream
384.3B2398167A,Steelhead,W,91,Bohannon Creek,Bohannon Creek,9/26/2013,9/28/2013,2,21708.68985,20245.15946,1463.530391,Downstream
3D9.1C2D70E37C,Steelhead,W,136,Wimpey Creek,Wimpey Creek,8/3/2013,8/8/2013,5,25359.80769,26722.99617,1363.188474,Upstream
384.3B2398460F,Steelhead,W,193,Big Timber Creek,Big Timber Creek,8/30/2013,9/2/2013,3,114688.9388,113364.3508,1324.588021,Downstream
384.3B23981C79,Steelhead,W,173,Canyon Creek,Canyon Creek,6/23/2013,6/25/2013,2,107463.3039,108783.8057,1320.501783,Upstream
384.3B239862E5,Steelhead,W,188,Canyon Creek,Canyon Creek,6/23/2013,6/25/2013,2,110347.0106,109081.0538,1265.956806,Downstream
3D9.1C2D57D526,Steelhead,W,142,Reservoir Creek,Reservoir Creek,8/15/2013,8/17/2013,2,124821.5756,123647.3175,1174.258061,Downstream
384.3B2397C18A,Steelhead,W,164,Canyon Creek,Canyon Creek,6/23/2013,6/25/2013,2,107617.4692,108783.8057,1166.336517,Upstream
384.3B2398B5FE,Steelhead,W,232,Canyon Creek,Canyon Creek,6/22/2013,6/24/2013,2,106770.1347,105669.2026,1100.932127,Downstream
384.3B2398633B,Steelhead,W,186,Big Timber Creek,Big Timber Creek,8/29/2013,9/1/2013,3,110247.1188,109180.9917,1066.127081,Downstream
384.3B2398C534,Chinook,W,76,Hayden Creek,Hayden Creek,9/13/2013,9/18/2013,5,61433.76624,60382.48741,1051.278829,Downstream
384.3B23981D2B,Steelhead,W,130,Hawley Creek,Hawley Creek,8/15/2013,8/18/2013,3,119539.0848,120578.4278,1039.343046,Upstream
3DD.00773993E3,Steelhead,W,249,Little Springs Creek,Little Springs Creek,6/14/2013,6/16/2013,2,75467.55166,74504.442,963.1096684,Downstream
384.3B2397C797,Steelhead,W,171,Little Springs Creek,Little Springs Creek,9/29/2013,10/2/2013,3,70985.46514,71917.83727,932.3721255,Upstream
384.3B239796CC,Steelhead,W,195,Big Timber Creek,Big Timber Creek,8/30/2013,9/2/2013,3,114286.8938,113364.3508,922.543016,Downstream
384.3B23989F97,Steelhead,W,137,Hawley Creek,Hawley Creek,8/15/2013,8/18/2013,3,119284.3863,120196.4315,912.045158,Upstream
384.3B23973B5F,Steelhead,W,89,Big Timber Creek,Big Timber Creek,8/29/2013,9/1/2013,3,110059.551,109180.9917,878.5593,Downstream
384.3B2398701D,Steelhead,W,200,Big Timber Creek,Big Timber Creek,8/30/2013,9/3/2013,4,114277.4657,115129.1246,851.658933,Upstream
384.3B23984672,Steelhead,W,201,Canyon Creek,Canyon Creek,6/22/2013,6/24/2013,2,105669.2026,104823.5421,845.660491,Downstream
384.3B23985B3D,Steelhead,W,113,Hawley Creek,Hawley Creek,8/15/2013,8/18/2013,3,118677.9829,119490.3572,812.374266,Upstream
3D9.1C2D70E7A5,Steelhead,W,190,Wimpey Creek,Wimpey Creek,8/3/2013,8/8/2013,5,25354.23646,26144.72826,790.4918052,Upstream
3D9.1C2D700C20,Steelhead,W,167,Wimpey Creek,Wimpey Creek,8/3/2013,8/8/2013,5,25356.03894,26144.72826,788.6893247,Upstream
384.3B239764FA,Steelhead,W,144,Canyon Creek,Canyon Creek,6/22/2013,6/24/2013,2,105069.2151,104289.1406,780.074535,Downstream
3DD.00773A64B2,Steelhead,W,,Little Springs Creek,Little Springs Creek,6/13/2013,6/15/2013,2,71029.49962,71794.73976,765.2401377,Upstream
384.3B23981AAA,Steelhead,W,122,Bohannon Creek,Bohannon Creek,9/26/2013,9/28/2013,2,21003.32893,20245.15946,758.169478,Downstream
3DD.00773B124E,Steelhead,W,,Little Springs Creek,Little Springs Creek,6/13/2013,6/15/2013,2,71029.49962,71786.76434,757.264712,Upstream
384.3B23981D26,Steelhead,W,123,Bohannon Creek,Bohannon Creek,9/26/2013,9/28/2013,2,20996.67253,20245.15946,751.5130738,Downstream
3D9.1C2D700923,Steelhead,W,160,Wimpey Creek,Wimpey Creek,8/3/2013,8/8/2013,5,25384.17679,26133.81159,749.6347967,Upstream
384.3B2397208B,Steelhead,W,135,Hayden Creek,Hayden Creek,9/12/2013,9/16/2013,4,63820.5721,64553.8122,733.2401026,Upstream
384.3B2398710A,Steelhead,W,149,Wimpey Creek,Wimpey Creek,8/3/2013,8/8/2013,5,26136.8707,26847.03017,710.1594717,Upstream
384.3B2398423E,Steelhead,W,215,Hawley Creek,Hawley Creek,8/15/2013,8/18/2013,3,119419.5373,118720.6468,698.890549,Downstream
384.3B2398BCB7,Steelhead,W,221,Hawley Creek,Hawley Creek,8/15/2013,8/18/2013,3,119419.5373,118720.6468,698.890549,Downstream
3DD.00773A2A0F,Steelhead,W,492,Little Springs Creek,Little Springs Creek,6/14/2013,6/16/2013,2,74351.7297,73659.17861,692.5510802,Downstream
384.3B2397DC6B,Steelhead,W,196,Little Springs Creek,Little Springs Creek,9/29/2013,10/1/2013,2,70434.25413,71109.41725,675.16312,Upstream
384.3B2398C573,Steelhead,W,246,Big Timber Creek,Big Timber Creek,8/31/2013,9/3/2013,3,116733.8519,116099.1068,634.745114,Downstream
384.3B2397D8BE,Steelhead,W,226,Big Timber Creek,Big Timber Creek,8/30/2013,9/2/2013,3,113910.5747,113281.0502,629.524456,Downstream
3DD.007739FDF5,Steelhead,W,160,Big Springs Creek,Big Springs Creek,7/31/2013,8/2/2013,2,88635.167,89261.68186,626.5148597,Upstream
384.3B2398557F,Steelhead,W,183,Hawley Creek,Hawley Creek,8/16/2013,8/18/2013,2,120826.9319,120214.8704,612.06152,Downstream
384.3B2398A34F,Steelhead,W,258,Wimpey Creek,Wimpey Creek,8/3/2013,8/8/2013,5,26136.8707,26722.90567,586.0349653,Upstream
384.3B2397777B,Steelhead,W,150,Hayden Creek,Hayden Creek,9/12/2013,9/16/2013,4,65165.3953,65735.75988,570.3645831,Upstream
384.3B2397EA29,Steelhead,W,160,Canyon Creek,Canyon Creek,6/22/2013,6/24/2013,2,104823.5421,104289.1406,534.401521,Downstream
384.3B2398923D,Steelhead,W,207,Hawley Creek,Hawley Creek,8/15/2013,8/18/2013,3,119539.0848,120072.3931,533.308291,Upstream
384.3B23985F30,Steelhead,W,163,Big Timber Creek,Big Timber Creek,8/30/2013,9/3/2013,4,118629.3656,119152.7975,523.431917,Upstream
384.3B2397F062,Steelhead,W,120,Canyon Creek,Canyon Creek,6/22/2013,6/24/2013,2,105066.047,104551.5161,514.53094,Downstream
3D9.239F871D9E,Steelhead,W,63,Bohannon Creek,Bohannon Creek,9/26/2013,9/28/2013,2,20741.02029,20245.15946,495.8608313,Downstream
384.3B239A92B8,Steelhead,W,102,East Fork Bohannon Creek,East Fork Bohannon Creek,6/21/2013,6/23/2013,2,26290.10877,25795.38965,494.7191174,Downstream
384.3B239AA0EF,Steelhead,W,119,East Fork Bohannon Creek,East Fork Bohannon Creek,6/21/2013,6/23/2013,2,26290.09934,25795.38965,494.709682,Downstream
384.3B239A8B2A,Steelhead,W,75,East Fork Bohannon Creek,East Fork Bohannon Creek,6/21/2013,6/23/2013,2,26289.13566,25795.38965,493.7460101,Downstream
384.3B23978D73,Steelhead,W,109,Bohannon Creek,Bohannon Creek,9/26/2013,9/28/2013,2,20737.86528,20245.15946,492.7058254,Downstream
3D9.1C2DB9FCAC,Steelhead,W,176,Kenney Creek,Kenney Creek,8/1/2013,8/3/2013,2,36489.61752,35999.73417,489.8833548,Downstream
384.3B2397F9CD,Steelhead,W,162,Big Timber Creek,Big Timber Creek,8/29/2013,9/2/2013,4,112412.0916,112901.7671,489.675493,Upstream
384.3B2397B549,Steelhead,W,213,Big Timber Creek,Big Timber Creek,8/30/2013,9/3/2013,4,113908.8554,113419.4224,489.433045,Downstream
384.3B23984E0B,Steelhead,W,256,Big Timber Creek,Big Timber Creek,8/30/2013,9/3/2013,4,114700.4932,115185.3514,484.858181,Upstream
384.3B23972187,Steelhead,W,231,Big Timber Creek,Big Timber Creek,8/30/2013,9/2/2013,3,113384.001,112901.7671,482.233876,Downstream
384.3B2397F950,Steelhead,W,200,Little Springs Creek,Little Springs Creek,9/29/2013,10/1/2013,2,71867.8509,71387.9974,479.8534969,Downstream
3D9.1C2D70DD50,Steelhead,W,150,Big Springs Creek,Big Springs Creek,8/1/2013,8/2/2013,1,91511.43967,91990.4515,479.0118377,Upstream
3D9.1C2D6F4F2C,Steelhead,W,144,Big Springs Creek,Big Springs Creek,8/1/2013,8/2/2013,1,91513.02445,91990.4515,477.4270487,Upstream
3D9.1C2D70FD49,Steelhead,W,232,Big Springs Creek,Big Springs Creek,8/1/2013,8/2/2013,1,91513.02445,91990.4515,477.4270487,Upstream
384.3B23981A74,Steelhead,W,156,Bohannon Creek,Bohannon Creek,9/25/2013,9/27/2013,2,19162.13736,18689.82817,472.3091862,Downstream
384.3B23980675,Steelhead,W,205,Hawley Creek,Hawley Creek,8/16/2013,8/18/2013,2,120329.0105,120800.8487,471.838235,Upstream
384.3B239794D1,Steelhead,W,72,Bohannon Creek,Bohannon Creek,9/25/2013,9/27/2013,2,19162.13736,18694.20565,467.9317008,Downstream
384.3B23987B5B,Steelhead,W,160,Hayden Creek,Hayden Creek,9/12/2013,9/16/2013,4,64893.76185,65357.73247,463.9706254,Upstream
384.3B2398C1F6,Steelhead,W,124,Bohannon Creek,Bohannon Creek,9/29/2013,10/1/2013,2,25032.44447,25494.54727,462.1027996,Upstream
3D9.1C2D56FE4F,Steelhead,W,203,Big Timber Creek,Big Timber Creek,8/31/2013,9/3/2013,3,115609.9995,115152.2999,457.699613,Downstream
384.3B23985F3D,Steelhead,W,139,Canyon Creek,Canyon Creek,6/23/2013,6/25/2013,2,112027.107,111576.2395,450.867536,Downstream
384.3B2396F6A9,Steelhead,W,166,Canyon Creek,Canyon Creek,6/23/2013,6/25/2013,2,112025.9784,111576.2395,449.738983,Downstream
384.3B23979C0D,Steelhead,W,181,Canyon Creek,Canyon Creek,6/23/2013,6/25/2013,2,112025.5787,111576.2395,449.339227,Downstream
384.3B2397D49E,Steelhead,W,189,Canyon Creek,Canyon Creek,6/23/2013,6/25/2013,2,112025.3392,111576.2395,449.099765,Downstream
384.3B2397FD4B,Steelhead,W,141,Hawley Creek,Hawley Creek,8/15/2013,8/18/2013,3,119419.5373,118971.3649,448.172413,Downstream
384.3B2397E1A1,Steelhead,W,200,Canyon Creek,Canyon Creek,6/23/2013,6/25/2013,2,112024.3168,111576.2395,448.077348,Downstream
384.3B23983E3D,Steelhead,W,169,Canyon Creek,Canyon Creek,6/23/2013,6/25/2013,2,112024.2105,111576.2395,447.971026,Downstream
384.3B2398609F,Steelhead,W,220,Canyon Creek,Canyon Creek,6/23/2013,6/25/2013,2,112024.1122,111576.2395,447.872749,Downstream
384.3B2397B47C,Steelhead,W,166,Canyon Creek,Canyon Creek,6/23/2013,6/25/2013,2,109412.0303,109856.4984,444.468067,Upstream
384.3B2397F098,Steelhead,W,175,Canyon Creek,Canyon Creek,6/23/2013,6/25/2013,2,109412.0303,109856.4984,444.468067,Upstream
384.3B23983661,Steelhead,W,107,Canyon Creek,Canyon Creek,6/23/2013,6/25/2013,2,109412.0303,109856.4984,444.468067,Upstream
384.3B2397A702,Steelhead,W,135,Canyon Creek,Canyon Creek,6/23/2013,6/25/2013,2,109412.0303,109856.0775,444.047139,Upstream
384.3B23975F0A,Steelhead,W,120,Canyon Creek,Canyon Creek,6/23/2013,6/25/2013,2,109412.0303,109855.0485,443.018195,Upstream
384.3B2397F8B4,Steelhead,W,120,Canyon Creek,Canyon Creek,6/23/2013,6/25/2013,2,109412.0303,109854.9567,442.926367,Upstream
384.3B23986F1C,Steelhead,W,235,Big Timber Creek,Big Timber Creek,8/29/2013,9/1/2013,3,111537.5637,111098.8329,438.730846,Downstream
384.3B2398912C,Steelhead,W,170,Canyon Creek,Canyon Creek,6/23/2013,6/25/2013,2,109412.0303,109848.6314,436.601078,Upstream
384.3B2397C17B,Steelhead,W,117,Canyon Creek,Canyon Creek,6/23/2013,6/25/2013,2,109412.0303,109848.212,436.18166,Upstream
384.3B2397016B,Steelhead,W,225,Canyon Creek,Canyon Creek,6/23/2013,6/25/2013,2,109509.5623,109081.0538,428.508544,Downstream
384.3B23984DFB,Steelhead,W,168,Canyon Creek,Canyon Creek,6/23/2013,6/25/2013,2,109509.5623,109081.0538,428.508544,Downstream
3D9.1C2D70D8C6,Steelhead,W,185,Big Timber Creek,Big Timber Creek,8/29/2013,9/1/2013,3,111304.8304,111731.6503,426.81991,Upstream
384.3B23979A97,Steelhead,W,89,Little Springs Creek,Little Springs Creek,9/29/2013,10/1/2013,2,71434.5578,71857.14432,422.5865218,Upstream
384.3B2397EFB7,Steelhead,W,72,Bohannon Creek,Bohannon Creek,9/25/2013,9/27/2013,2,19405.17576,18984.37438,420.8013863,Downstream
3DD.007739A023,Steelhead,W,,Little Springs Creek,Little Springs Creek,6/13/2013,6/15/2013,2,71872.01852,71454.31459,417.7039321,Downstream
384.3B2398A875,Steelhead,W,163,Hayden Creek,Hayden Creek,9/13/2013,9/17/2013,4,61766.19843,62178.51428,412.3158432,Upstream
3DD.00773A2F94,Steelhead,W,286,Little Springs Creek,Little Springs Creek,6/14/2013,6/16/2013,2,74351.64794,73941.74673,409.9012088,Downstream
384.3B23984E42,Steelhead,W,195,Little Springs Creek,Little Springs Creek,9/29/2013,10/1/2013,2,70778.4448,71186.5611,408.1163002,Upstream
384.3B2397A076,Steelhead,W,360,Little Springs Creek,Little Springs Creek,9/30/2013,10/2/2013,2,72519.65612,72123.69363,395.9624812,Downstream
384.3B2397716B,Steelhead,W,93,Bohannon Creek,Bohannon Creek,9/25/2013,9/27/2013,2,19405.17576,19014.27872,390.8970486,Downstream
384.3B2398AC27,Steelhead,W,222,Big Timber Creek,Big Timber Creek,8/31/2013,9/3/2013,3,116481.0825,116091.0227,390.059759,Downstream
384.3B2396F178,Steelhead,W,145,Hayden Creek,Hayden Creek,9/13/2013,9/17/2013,4,66428.9914,66046.10298,382.8884162,Downstream
384.3B2397E3D3,Steelhead,W,70,Bohannon Creek,Bohannon Creek,9/25/2013,9/27/2013,2,19405.17576,19024.08074,381.0950248,Downstream
3D9.1C2DB98ED7,Steelhead,W,110,Big Timber Creek,Big Timber Creek,8/26/2013,8/28/2013,2,98884.70893,99262.76409,378.0551554,Upstream
3D9.1BF201A3F5,Steelhead,W,159,Big Timber Creek,Big Timber Creek,8/26/2013,8/28/2013,2,98884.70893,99262.46073,377.7517992,Upstream
384.3B239820CA,Steelhead,W,127,Bohannon Creek,Bohannon Creek,9/25/2013,9/27/2013,2,19405.17576,19028.99081,376.1849523,Downstream
384.3B23985A87,Steelhead,W,190,Hawley Creek,Hawley Creek,8/16/2013,8/18/2013,2,118088.5458,117713.6939,374.851854,Downstream
384.3B2398154B,Steelhead,W,200,Little Springs Creek,Little Springs Creek,9/29/2013,10/1/2013,2,71311.751,70937.0458,374.7052038,Downstream
384.3B239719BA,Steelhead,W,127,Canyon Creek,Canyon Creek,6/22/2013,6/24/2013,2,104289.1406,103926.5902,362.550391,Downstream
384.3B23988F29,Steelhead,W,138,Canyon Creek,Canyon Creek,6/22/2013,6/24/2013,2,104289.1406,103926.5902,362.550391,Downstream
384.3B23983D44,Steelhead,W,200,Hawley Creek,Hawley Creek,8/15/2013,8/18/2013,3,119284.3863,119641.3173,356.931047,Upstream
384.3B23982E88,Steelhead,W,184,East Fork Bohannon Creek,East Fork Bohannon Creek,9/26/2013,9/28/2013,2,24741.86342,25097.85602,355.9926042,Upstream
3DD.00773985FA,Steelhead,W,156,Big Springs Creek,Big Springs Creek,7/31/2013,8/1/2013,1,86141.082,86495.69865,354.6166488,Upstream
384.3B23987500,Steelhead,W,164,Bohannon Creek,Bohannon Creek,9/26/2013,9/28/2013,2,21004.69376,21355.76363,351.069864,Upstream
3DD.00773A668B,Steelhead,W,,Little Springs Creek,Little Springs Creek,6/13/2013,6/15/2013,2,72310.19422,71959.73212,350.4620958,Downstream
384.3B23981E37,Steelhead,W,195,Canyon Creek,Canyon Creek,6/23/2013,6/25/2013,2,109509.5623,109855.5098,345.947503,Upstream
384.3B2398B5FF,Steelhead,W,165,Canyon Creek,Canyon Creek,6/23/2013,6/25/2013,2,109509.5623,109854.8104,345.248045,Upstream
384.3B2397C780,Steelhead,W,169,Hawley Creek,Hawley Creek,8/15/2013,8/18/2013,3,119082.4449,119423.4104,340.965475,Upstream
384.3B23989F92,Steelhead,W,127,Canyon Creek,Canyon Creek,6/23/2013,6/25/2013,2,109509.5623,109848.2234,338.661051,Upstream
384.3B2398024B,Steelhead,W,130,Canyon Creek,Canyon Creek,6/23/2013,6/25/2013,2,109509.5623,109847.9436,338.38123,Upstream
384.3B23986911,Steelhead,W,184,Big Timber Creek,Big Timber Creek,8/29/2013,9/1/2013,3,111128.1064,110789.7524,338.354025,Downstream
384.3B23979C9E,Steelhead,W,100,Hayden Creek,Hayden Creek,9/13/2013,9/17/2013,4,66428.9914,66091.61018,337.3812246,Downstream
384.3B2397016E,Steelhead,W,170,Canyon Creek,Canyon Creek,6/23/2013,6/25/2013,2,109509.5623,109846.6573,337.094965,Upstream
384.3B23986514,Steelhead,W,193,Little Springs Creek,Little Springs Creek,9/30/2013,10/2/2013,2,73146.2509,72810.43947,335.8114267,Downstream
384.3B2399B91A,Steelhead,W,195,Agency Creek,Agency Creek,6/25/2013,6/26/2013,1,45435.1052,45102.80558,332.2996191,Downstream
384.3B2398A373,Steelhead,W,202,Canyon Creek,Canyon Creek,6/23/2013,6/25/2013,2,109412.0303,109081.0538,330.976539,Downstream
384.3B2398B27B,Steelhead,W,158,Canyon Creek,Canyon Creek,6/23/2013,6/25/2013,2,109412.0303,109081.0538,330.976539,Downstream
384.3B23975FAC,Steelhead,W,209,Big Timber Creek,Big Timber Creek,8/30/2013,9/3/2013,4,113913.6571,113583.2151,330.442001,Downstream
384.3B23972E11,Steelhead,W,105,Hayden Creek,Hayden Creek,9/13/2013,9/17/2013,4,66428.9914,66103.72002,325.2713767,Downstream
3D9.1C2D70B8CE,Steelhead,W,102,Wimpey Creek,Wimpey Creek,8/3/2013,8/8/2013,5,25651.6566,25975.26006,323.6034613,Upstream
3D9.239F87222E,Steelhead,W,63,Bohannon Creek,Bohannon Creek,9/25/2013,9/27/2013,2,18989.42057,18668.89558,320.5249826,Downstream
3D9.1C2D56FE62,Steelhead,W,225,Kenney Creek,Kenney Creek,8/1/2013,8/3/2013,2,38281.2504,37964.99187,316.2585312,Downstream
384.3B23978641,Steelhead,W,99,Little Springs Creek,Little Springs Creek,9/29/2013,10/1/2013,2,70778.05806,71088.42196,310.3639016,Upstream
384.3B2397C8DE,Steelhead,W,95,Bohannon Creek,Bohannon Creek,9/25/2013,9/27/2013,2,18989.42057,18679.5531,309.8674696,Downstream
3D9.1C2D57A61D,Steelhead,W,101,Big Bear Creek,Big Bear Creek,8/15/2013,8/17/2013,2,124305.5556,124609.745,304.189408,Upstream
384.3B2397B35B,Steelhead,W,113,Bohannon Creek,Bohannon Creek,9/25/2013,9/27/2013,2,23416.17923,23718.74367,302.5644399,Upstream
384.3B2398A470,Steelhead,W,137,Bohannon Creek,Bohannon Creek,9/29/2013,10/1/2013,2,25911.5695,25611.59006,299.9794436,Downstream
384.3B23979D27,Steelhead,W,121,Hawley Creek,Hawley Creek,8/16/2013,8/18/2013,2,120592.0376,120889.9142,297.876564,Upstream
384.3B23983501,Steelhead,W,130,Hawley Creek,Hawley Creek,8/16/2013,8/18/2013,2,120595.6367,120889.9142,294.277483,Upstream
384.3B2397F05C,Steelhead,W,126,Hayden Creek,Hayden Creek,9/13/2013,9/17/2013,4,66428.9914,66134.91087,294.0805265,Downstream
384.3B23981339,Steelhead,W,204,Bohannon Creek,Bohannon Creek,9/25/2013,9/27/2013,2,23680.97172,23392.09049,288.8812354,Downstream
3DD.00773A1F0C,Chinook,W,81,Hayden Creek,Hayden Creek,9/13/2013,9/14/2013,1,61302.78452,61014.66034,288.1241802,Downstream
384.3B23985624,Steelhead,W,142,Hayden Creek,Hayden Creek,9/13/2013,9/17/2013,4,66563.6735,66847.7948,284.1212974,Upstream
384.3B2397DDF1,Steelhead,W,197,Big Timber Creek,Big Timber Creek,8/30/2013,9/2/2013,3,114688.9388,114408.3101,280.628721,Downstream
384.3B2398A6AF,Steelhead,W,206,Big Timber Creek,Big Timber Creek,8/30/2013,9/2/2013,3,114688.9388,114408.3101,280.628721,Downstream
384.3B23983FE0,Steelhead,W,93,Bohannon Creek,Bohannon Creek,9/25/2013,9/27/2013,2,18989.42057,18709.0599,280.3606663,Downstream
384.3B23986110,Steelhead,W,221,Hawley Creek,Hawley Creek,8/15/2013,8/18/2013,3,119082.4449,119360.2112,277.766282,Upstream
3D9.1C2D6EC74C,Steelhead,W,158,Wimpey Creek,Wimpey Creek,8/4/2013,8/5/2013,1,20897.39711,21172.91875,275.5216338,Upstream
384.3B2397F114,Steelhead,W,220,Canyon Creek,Canyon Creek,6/23/2013,6/25/2013,2,110313.0662,110586.7885,273.722325,Upstream
384.3B2398C44A,Steelhead,W,90,Canyon Creek,Canyon Creek,6/22/2013,6/24/2013,2,100968.2495,101241.6934,273.443868,Upstream
384.3B2397F8C5,Steelhead,W,235,Big Timber Creek,Big Timber Creek,8/30/2013,9/2/2013,3,113173.8631,112901.7671,272.095982,Downstream
384.3B239824E2,Steelhead,W,216,Big Timber Creek,Big Timber Creek,8/30/2013,9/2/2013,3,113173.2797,112901.7671,271.512616,Downstream
384.3B2397A0C9,Steelhead,W,200,Big Timber Creek,Big Timber Creek,8/31/2013,9/3/2013,3,119419.7679,119152.2992,267.468682,Downstream
384.3B2397C920,Steelhead,W,98,East Fork Bohannon Creek,East Fork Bohannon Creek,9/26/2013,9/28/2013,2,24426.4493,24161.0504,265.3988964,Downstream
384.3B23982F03,Steelhead,W,144,Canyon Creek,Canyon Creek,6/22/2013,6/24/2013,2,104551.5161,104289.1406,262.375528,Downstream
384.3B239890DD,Steelhead,W,160,Canyon Creek,Canyon Creek,6/22/2013,6/24/2013,2,104551.5161,104289.1406,262.375528,Downstream
384.3B23981279,Steelhead,W,111,Canyon Creek,Canyon Creek,6/23/2013,6/25/2013,2,110322.4037,110584.6805,262.2768,Upstream
384.3B23983861,Steelhead,W,316,Hayden Creek,Hayden Creek,9/11/2013,9/15/2013,4,69354.73619,69093.73251,261.0036787,Downstream
384.3B23984A66,Steelhead,W,139,Hayden Creek,Hayden Creek,9/11/2013,9/15/2013,4,69157.8121,69418.5419,260.729802,Upstream
384.3B23987D3E,Steelhead,W,174,Big Springs Creek,Big Springs Creek,7/31/2013,8/2/2013,2,89004.03271,89260.77336,256.740652,Upstream
384.3B2396FB75,Steelhead,W,170,Canyon Creek,Canyon Creek,6/23/2013,6/25/2013,2,110334.4788,110587.9225,253.443666,Upstream
384.3B23987CCA,Steelhead,W,175,Little Springs Creek,Little Springs Creek,9/30/2013,10/2/2013,2,74911.42528,74661.97606,249.4492166,Downstream
384.3B23985B57,Steelhead,W,196,Little Springs Creek,Little Springs Creek,9/29/2013,10/1/2013,2,70293.7964,70045.38186,248.4145424,Downstream
384.3B23984615,Steelhead,W,169,Canyon Creek,Canyon Creek,6/23/2013,6/25/2013,2,110339.1885,110586.3208,247.132312,Upstream
384.3B2397FD29,Steelhead,W,130,Hawley Creek,Hawley Creek,8/16/2013,8/18/2013,2,117137.315,117384.1269,246.81192,Upstream
384.3B2397C2A4,Steelhead,W,194,Big Timber Creek,Big Timber Creek,8/29/2013,9/1/2013,3,110059.5312,109813.0243,246.506818,Downstream
384.3B2397BA01,Steelhead,W,105,Bear Valley Creek,Bear Valley Creek,8/6/2013,8/7/2013,1,68114.20512,68356.6314,242.4262775,Upstream
384.3B23983655,Steelhead,W,94,Bear Valley Creek,Bear Valley Creek,8/6/2013,8/7/2013,1,68113.24255,68354.27961,241.0370653,Upstream
384.3B2397D0EE,Steelhead,W,171,Bohannon Creek,Bohannon Creek,9/29/2013,10/1/2013,2,25520.71734,25282.26379,238.4535536,Downstream
3DD.00773A1485,Steelhead,W,128,Big Springs Creek,Big Springs Creek,7/31/2013,8/1/2013,1,86494.20002,86730.34614,236.1461173,Upstream
384.3B239810D4,Steelhead,W,182,Little Springs Creek,Little Springs Creek,9/29/2013,10/1/2013,2,71434.01872,71667.80891,233.7901832,Upstream
3D9.1C2D6F6C0D,Steelhead,W,82,Wimpey Creek,Wimpey Creek,8/3/2013,8/8/2013,5,25742.79321,25975.26006,232.4668513,Upstream
